,explrtr,year,Qnum2,type,blue,green,red,nir,nirb,re1,re2,re3,swir1,swir2,month
1,ALB,2020,AEG20_02,grassland,451,1011,599,5304,5118,1579,4035,4764,2360,1107,6
2,ALB,2020,AEG20_03,grassland,423,952,596,5103,4914,1548,3893,4580,2301,1085,6
3,ALB,2020,AEG20_06,grassland,415,928,589,5001,4702,1528,3820,4486,2267,1072,6
4,ALB,2020,AEG20_07,grassland,373,884,552,4746,4629,1439,3634,4307,2275,1067,6
5,ALB,2020,AEG20_09,grassland,390.5,893.5,569,4734,4638,1431,3624,4294.5,2261,1060.5,6
6,ALB,2020,AEG20_10,grassland,408,903,586,4722,4647,1423,3614,4282,2247,1054,6
7,ALB,2020,AEG09_03,grassland,523,850,796,3434,3286,1405,2644,3017,2748.5,1437.5,6
8,ALB,2020,AEG09_09,grassland,483,782,726,3347,3185,1316,2588,2965,2649,1382,6
9,ALB,2020,AEG26_03,grassland,523,865,757,3604,3380,1376,2773,3180,2639,1305,6
10,ALB,2020,AEG26_04,grassland,523,865,757,3604,3380,1376,2773,3180,2639,1305,6
11,ALB,2020,AEG26_07,grassland,442,789,648,3636,3566,1275,2787,3219,2424,1171,6
12,ALB,2020,AEG47_02,grassland,550,931,804,3836,3553,1507,2984,3410,2783,1452,6
13,ALB,2020,AEG47_03,grassland,546,953,802,3860,3596,1516,2993,3428,2794,1465,6
14,ALB,2020,AEG47_05,grassland,560,978,832,3870,3642,1547,3012,3441,2860,1491,6
15,ALB,2020,AEG47_07,grassland,620,1034,912,3640,3470,1544,2846,3240,2898,1569,6
16,ALB,2020,AEG47_08,grassland,620,1034,912,3640,3470,1544,2846,3240,2898,1569,6
17,ALB,2020,AEG47_10,grassland,642,1046,946,3699,3494,1568,2891,3304,2914,1569,6
18,ALB,2020,AEG42_03,grassland,300,689,353,4443,4503,1097,3357,4091,1885,842,6
19,ALB,2020,AEG42_04,grassland,300,689,353,4443,4503,1097,3357,4091,1885,842,6
20,ALB,2020,AEG42_05,grassland,315,719,384,4367,4338,1154,3321,4005,1998,936,6
21,ALB,2020,AEG42_06,grassland,315,719,384,4367,4338,1154,3321,4005,1998,936,6
22,ALB,2020,AEG42_07,grassland,314,692,389,4413,4036,1140,3344,4001,2050,948,6
23,ALB,2020,AEG42_08,grassland,314,692,389,4413,4036,1140,3344,4001,2050,948,6
24,ALB,2020,AEG42_09,grassland,312.5,689.5,394,4355,3992,1138.5,3298.5,3970.5,2060.5,955,6
25,ALB,2020,AEG42_10,grassland,311,687,399,4297,3948,1137,3253,3940,2071,962,6
26,ALB,2020,AEG48_01,grassland,570.5,892,794,3284.5,3081.5,1407,2577,2922.5,2684,1489.5,6
27,ALB,2020,AEG48_03,grassland,593,910,826,3233,2994,1404,2537,2871,2683,1501,6
28,ALB,2020,AEG48_04,grassland,590,925,818,3327,3060,1436,2631,2960,2705,1490,6
29,ALB,2020,AEG48_05,grassland,590,925,818,3327,3060,1436,2631,2960,2705,1490,6
30,ALB,2020,AEG48_06,grassland,546,877,760,3326,3168,1446,2638,2960,2711,1493,6
31,ALB,2020,AEG48_08,grassland,545,880,743,3475,3277,1414,2745,3109,2656,1427,6
32,ALB,2020,AEG48_09,grassland,545,880,743,3475,3277,1414,2745,3109,2656,1427,6
33,ALB,2020,AEG48_10,grassland,538,876,735.5,3509.5,3322,1411,2770,3140,2652.5,1419.5,6
34,ALB,2020,AEG37_01,grassland,627,961,943,3984,3667,1481,2915,3468,3062,1702,6
35,ALB,2020,AEG37_03,grassland,633,965,938,3993,3694,1491,2919,3468,3106,1727,6
36,ALB,2020,AEG37_04,grassland,633,965,938,3993,3694,1491,2919,3468,3106,1727,6
37,ALB,2020,AEG37_05,grassland,634,968,919,4006,3796,1481,2934,3497,3073,1701,6
38,ALB,2020,AEG37_07,grassland,619,943,888,3997,3816,1471,2939,3523,3016,1666,6
39,ALB,2020,AEG37_10,grassland,517,849,791,3878,3690,1338,2901,3460,2688,1434,6
40,ALB,2020,AEG41_01,grassland,351,694,429,4402,4234,1106,3333,4019,2158,1021,6
41,ALB,2020,AEG10_01,grassland,447,802,632,4035,3741,1274,3062,3583,2698,1297,6
42,ALB,2020,AEG10_03,grassland,382,745,547,3937,3676,1229,2978,3475,2606,1258,6
43,ALB,2020,AEG10_04,grassland,382,745,547,3937,3676,1229,2978,3475,2606,1258,6
44,ALB,2020,AEG10_05,grassland,389,748,562,3898,3637,1229,2961,3447,2597,1254,6
45,ALB,2020,AEG10_07,grassland,408,757,591,3839,3596,1206,2924,3401,2541,1214,6
46,ALB,2020,AEG10_09,grassland,405,753,565,3828,3599,1205,2907,3379,2521,1204,6
47,ALB,2020,AEG10_10,grassland,405,753,565,3828,3599,1205,2907,3379,2521,1204,6
48,ALB,2020,AEG22_01,grassland,466,875,574,4442,4452,1366,3461,4026,2493,1191,6
49,ALB,2020,AEG22_02,grassland,409,819,468,4702,4487,1386,3617,4215,2529,1195,6
50,ALB,2020,AEG22_03,grassland,409,819,468,4702,4487,1386,3617,4215,2529,1195,6
51,ALB,2020,AEG22_06,grassland,458,960,508,4871,4759,1518,3810,4430,2820,1327,6
52,ALB,2020,AEG22_07,grassland,507,1047,588,4951,4994,1576,3884,4511,2919,1375,6
53,ALB,2020,AEG22_08,grassland,507,1047,588,4951,4994,1576,3884,4511,2919,1375,6
54,ALB,2020,AEG22_09,grassland,535,1069,658,4954,4913,1590,3924,4521,2949,1390,6
55,ALB,2020,AEG22_10,grassland,535,1069,658,4954,4913,1590,3924,4521,2949,1390,6
56,ALB,2020,AEG44_04,grassland,416,770,601,3732,3657,1230,2850,3338,2259,1131,6
57,ALB,2020,AEG44_05,grassland,339,715,461,4036,3834,1249,3080,3584,2198,1028,6
58,ALB,2020,AEG44_06,grassland,339,715,461,4036,3834,1249,3080,3584,2198,1028,6
59,ALB,2020,AEG44_07,grassland,339,715,461,4036,3834,1249,3080,3584,2198,1028,6
60,ALB,2020,AEG44_08,grassland,339,715,461,4036,3834,1249,3080,3584,2198,1028,6
61,ALB,2020,AEG07_02,grassland,442.5,821.5,652,3867,3620,1369.5,2978.5,3450,2620.5,1266.5,6
62,ALB,2020,AEG07_03,grassland,445,824,662,3862,3622,1369,2968,3445,2620,1265,6
63,ALB,2020,AEG07_05,grassland,461,846,664,3896,3690,1394,2983,3446,2668,1295,6
64,ALB,2020,AEG07_07,grassland,466,875,682,3952,3754,1408,3007,3470,2704,1312,6
65,ALB,2020,AEG07_08,grassland,466,875,682,3952,3754,1408,3007,3470,2704,1312,6
66,ALB,2020,AEG07_09,grassland,479,866,698,3906,3714,1404,2982,3451,2710,1323,6
67,ALB,2020,AEG07_10,grassland,435.5,810.5,639.5,3888.5,3682.5,1385,2983,3443.5,2705,1324,6
68,ALB,2020,AEG13_02,grassland,509.5,853,748.5,4010,3735.5,1400.5,2955.5,3518,2973,1610,6
69,ALB,2020,AEG13_05,grassland,672,1070,970,4323,4038,1717,3157,3710,3518,1990,6
70,ALB,2020,AEG13_06,grassland,672,1070,970,4323,4038,1717,3157,3710,3518,1990,6
71,ALB,2020,AEG13_07,grassland,663,1057,941,4302,3988,1722,3156,3697,3503,1988,6
72,ALB,2020,AEG13_08,grassland,663,1057,941,4302,3988,1722,3156,3697,3503,1988,6
73,ALB,2020,AEG13_09,grassland,645,1011,890,4279,3999,1689,3173,3717,3449,1949,6
74,ALB,2020,AEG13_10,grassland,645,1011,890,4279,3999,1689,3173,3717,3449,1949,6
75,ALB,2020,AEG15_01,grassland,443,859,506,5499,5354,1273,4149,5196,2208,1054,6
76,ALB,2020,AEG15_03,grassland,434,839.5,500.5,5545,5340,1275.5,4175,5237,2220.5,1058,6
77,ALB,2020,AEG15_05,grassland,425,820,495,5591,5326,1278,4201,5278,2233,1062,6
78,ALB,2020,AEG15_06,grassland,409,781,443,5614,5389,1234,4152,5275,2236,1052,6
79,ALB,2020,AEG15_07,grassland,409,781,443,5614,5389,1234,4152,5275,2236,1052,6
80,ALB,2020,AEG15_08,grassland,415,803,463,5630,5289,1260,4198,5296,2263,1066,6
81,ALB,2020,AEG15_09,grassland,415,803,463,5630,5289,1260,4198,5296,2263,1066,6
82,ALB,2020,AEG15_10,grassland,418,802,457,5732,5637,1269,4253,5397,2297,1081,6
83,ALB,2020,AEG46_01,grassland,368,758,439,4347,4218,1196,3319,3950,2085,960,6
84,ALB,2020,AEG46_03,grassland,367,764,444,4571,4370,1227,3414,4147,2160,1002,6
85,ALB,2020,AEG46_04,grassland,367,764,444,4571,4370,1227,3414,4147,2160,1002,6
86,ALB,2020,AEG46_05,grassland,383,797,479,4955,4851,1311,3663,4481,2330,1078,6
87,ALB,2020,AEG46_06,grassland,383,797,479,4955,4851,1311,3663,4481,2330,1078,6
88,ALB,2020,AEG46_07,grassland,393,801,498.5,4935,4812,1311.5,3634,4461,2329,1083.5,6
89,ALB,2020,AEG46_08,grassland,403,805,518,4915,4773,1312,3605,4441,2328,1089,6
90,ALB,2020,AEG46_09,grassland,403,805,518,4915,4773,1312,3605,4441,2328,1089,6
91,ALB,2020,AEG46_10,grassland,382,749,506,4567,4374,1242,3332,4112,2162,1033,6
92,ALB,2020,AEG06_03,grassland,526,733,695,3181,2716,1097,2270,2793,1873,1124,6
93,ALB,2020,AEG06_04,grassland,526,733,695,3181,2716,1097,2270,2793,1873,1124,6
94,ALB,2020,AEG06_05,grassland,532,700,627,3148,2735,1059,2220,2744,1835,1088,6
95,ALB,2020,AEG06_06,grassland,532,700,627,3148,2735,1059,2220,2744,1835,1088,6
96,ALB,2020,AEG06_07,grassland,450,684,591,2890,2648,909,2105,2595,1529,882,6
97,ALB,2020,AEG06_08,grassland,450,684,591,2890,2648,909,2105,2595,1529,882,6
98,ALB,2020,AEG06_09,grassland,404,704,625,3830,3656,1169,2792,3416,2353,1232,6
99,ALB,2020,AEG06_10,grassland,404,704,625,3830,3656,1169,2792,3416,2353,1232,6
100,ALB,2020,AEG25_05,grassland,370,705,533,4023,3807,1207,3002,3517,2339,1102,6
101,ALB,2020,AEG25_08,grassland,237,515,310,3909,3746,986,2866,3433,2066,984,6
102,ALB,2020,AEG16_03,grassland,412,820,590,3951,3803,1365,3081,3539,2510,1263,6
103,ALB,2020,AEG16_04,grassland,417,821,580,4022,3875,1368,3121,3586,2524,1258,6
104,ALB,2020,AEG16_05,grassland,417,821,580,4022,3875,1368,3121,3586,2524,1258,6
105,ALB,2020,AEG16_06,grassland,468,877,620,4192,4057,1431,3263,3756,2587,1283,6
106,ALB,2020,AEG16_07,grassland,468,877,620,4192,4057,1431,3263,3756,2587,1283,6
107,ALB,2020,AEG16_08,grassland,410,805,584,3961,3724,1349,3066,3524,2501,1252,6
108,ALB,2020,AEG16_09,grassland,410,805,584,3961,3724,1349,3066,3524,2501,1252,6
109,ALB,2020,AEG16_10,grassland,410,805,584,3961,3724,1349,3066,3524,2501,1252,6
110,ALB,2020,AEG17_03,grassland,343,762.5,462.5,4661,4484,1268.5,3559.5,4197.5,2161.5,954,6
111,ALB,2020,AEG17_04,grassland,335,767,453,4641,4507,1256,3541,4174,2145,943,6
112,ALB,2020,AEG17_05,grassland,336,779,450,4609,4643,1228,3542,4140,2120,939,6
113,ALB,2020,AEG17_06,grassland,336,779,450,4609,4643,1228,3542,4140,2120,939,6
114,ALB,2020,AEG17_08,grassland,345,778,451,4601,4581,1229,3520,4142,2125,945,6
115,ALB,2020,AEG17_09,grassland,328,705,444,4374,4235,1183,3340,3923,2162,975,6
116,ALB,2020,AEG39_04,grassland,325,692,365,4169,4235,1065,3230,3837,2079,948,6
117,ALB,2020,AEG39_05,grassland,476,893,586,4607,4438,1398,3472,4153,2560,1287,6
118,ALB,2020,AEG39_07,grassland,333,672,387,4373,4056,1088,3381,4041,2081,949,6
119,ALB,2020,AEG39_09,grassland,321,687,381,4304,4140,1073,3329,3964,2051,927,6
120,ALB,2020,AEG39_10,grassland,321,687,381,4304,4140,1073,3329,3964,2051,927,6
121,ALB,2020,AEG40_02,grassland,354,755,392,4337,4380,1164,3462,3989,2040,921,6
122,ALB,2020,AEG40_04,grassland,368,756,448,4187,4106,1191,3297,3853,2140,983,6
123,ALB,2020,AEG40_05,grassland,404,793,514,4170,4017,1258,3268,3813,2286,1061,6
124,ALB,2020,AEG40_06,grassland,404,793,514,4170,4017,1258,3268,3813,2286,1061,6
125,ALB,2020,AEG40_07,grassland,411,794,539,4160,3884,1245,3229,3779,2293,1056,6
126,ALB,2020,AEG40_08,grassland,411,794,539,4160,3884,1245,3229,3779,2293,1056,6
127,ALB,2020,AEG40_09,grassland,403.5,783.5,533.5,4150.5,3867,1246.5,3206,3759,2305,1060,6
128,ALB,2020,AEG40_10,grassland,396,773,528,4141,3850,1248,3183,3739,2317,1064,6
129,ALB,2020,AEG50_03,grassland,303,685,352,4680,4457,1104,3561,4308,1926,877,6
130,ALB,2020,AEG50_04,grassland,303,685,352,4680,4457,1104,3561,4308,1926,877,6
131,ALB,2020,AEG50_05,grassland,316,714,379,4626,4432,1130,3535,4256,2012,926,6
132,ALB,2020,AEG50_06,grassland,316,714,379,4626,4432,1130,3535,4256,2012,926,6
133,ALB,2020,AEG50_07,grassland,306,672,369,4329,4134,1080,3321,3982,1907,883,6
134,ALB,2020,AEG50_08,grassland,306,672,369,4329,4134,1080,3321,3982,1907,883,6
135,ALB,2020,AEG50_09,grassland,308,676,374,4279,4072,1079,3285,3935,1908,886,6
136,ALB,2020,AEG50_10,grassland,308,676,374,4279,4072,1079,3285,3935,1908,886,6
137,ALB,2020,AEG12_01,grassland,317.5,634.5,398.5,4203.5,4053.5,1037.5,3107.5,3828.5,2052,950,6
138,ALB,2020,AEG12_04,grassland,327,617,404,4079,3952,1024,3008,3704,2021,954,6
139,ALB,2020,AEG12_05,grassland,327,617,404,4079,3952,1024,3008,3704,2021,954,6
140,ALB,2020,AEG12_07,grassland,327,617,404,4079,3952,1024,3008,3704,2021,954,6
141,ALB,2020,AEG12_09,grassland,306,600,381,3946,3816,986,2913,3586,1927,904,6
142,ALB,2020,AEG14_02,grassland,568.5,925.5,827,4068.5,3836.5,1500,3091,3603,2958.5,1619.5,6
143,ALB,2020,AEG14_03,grassland,562,927,826,4061,3851,1492,3090,3598,2947,1611,6
144,ALB,2020,AEG14_04,grassland,562,927,826,4061,3851,1492,3090,3598,2947,1611,6
145,ALB,2020,AEG14_05,grassland,337,682,442,4537,4351,1199,3375,4070,1995,908,6
146,ALB,2020,AEG14_06,grassland,337,682,442,4537,4351,1199,3375,4070,1995,908,6
147,ALB,2020,AEG14_08,grassland,325,664,436,4387,4202,1162,3319,3985,1991,936,6
148,ALB,2020,AEG14_09,grassland,315,668,445,4427,4294,1168,3322,4009,1983,932,6
149,ALB,2020,AEG14_10,grassland,315,668,445,4427,4294,1168,3322,4009,1983,932,6
150,ALB,2020,AEG19_02,grassland,387,717,478,5063,4916,1194,3600,4540,2099,984,6
151,ALB,2020,AEG19_03,grassland,373,715,474,5011,4846,1188,3552,4509,2101,982,6
152,ALB,2020,AEG19_04,grassland,373,715,474,5011,4846,1188,3552,4509,2101,982,6
153,ALB,2020,AEG19_05,grassland,369,716,482,4916,4744,1180,3479,4411,2094,981,6
154,ALB,2020,AEG19_06,grassland,369,716,482,4916,4744,1180,3479,4411,2094,981,6
155,ALB,2020,AEG19_07,grassland,371,706,486,4836,4571,1175,3434,4329,2083,979,6
156,ALB,2020,AEG19_08,grassland,371,706,486,4836,4571,1175,3434,4329,2083,979,6
157,ALB,2020,AEG19_09,grassland,371,700,478,4811.5,4559.5,1168,3414,4305,2077.5,977.5,6
158,ALB,2020,AEG03_03,grassland,389,734,592,3490,3337,1227,2669,3091,2365,1178,6
159,ALB,2020,AEG03_05,grassland,460,812,614,3961,3774,1274,3008,3520,2265,1138,6
160,ALB,2020,AEG03_06,grassland,460,812,614,3961,3774,1274,3008,3520,2265,1138,6
161,ALB,2020,AEG03_07,grassland,477,819,633,3843,3767,1293,2939,3426,2208,1140,6
162,ALB,2020,AEG03_08,grassland,477,819,633,3843,3767,1293,2939,3426,2208,1140,6
163,ALB,2020,AEG03_10,grassland,499,844,691,3682,3556,1295,2836,3303,2109,1113,6
164,ALB,2020,AEG31_01,grassland,521,856,798,3457,3271,1422,2644,3026,2949,1622,6
165,ALB,2020,AEG31_09,grassland,487,819,738,3476,3269,1368,2653,3039,2803,1529,6
166,ALB,2020,AEG35_01,grassland,358,663,541,3747,3574,1127,2795,3356,2108,1053,6
167,ALB,2020,AEG35_03,grassland,358,670,559,3798,3634,1139,2809,3395,2107,1063,6
168,ALB,2020,AEG35_05,grassland,360,671,562,3825,3681,1146,2836,3426,2116,1065,6
169,ALB,2020,AEG35_06,grassland,360,671,562,3825,3681,1146,2836,3426,2116,1065,6
170,ALB,2020,AEG35_07,grassland,369,669,574,3792,3702,1133,2811,3400,2100,1057,6
171,ALB,2020,AEG35_08,grassland,369,669,574,3792,3702,1133,2811,3400,2100,1057,6
172,ALB,2020,AEG35_09,grassland,367.5,672.5,572,3806,3723.5,1132.5,2818,3414.5,2101.5,1056,6
173,ALB,2020,AEG35_10,grassland,366,676,570,3820,3745,1132,2825,3429,2103,1055,6
174,ALB,2020,AEG45_03,grassland,381,692,453,3214,3196,1012,2543,2989,1622,784,6
175,ALB,2020,AEG45_05,grassland,398,811,463,4540,4468,1268,3605,4214,2239,1048,6
176,ALB,2020,AEG45_06,grassland,392,738,515,3801,3308,1236,2896,3401,1999,976,6
177,ALB,2020,AEG45_07,grassland,392,738,515,3801,3308,1236,2896,3401,1999,976,6
178,ALB,2020,AEG45_08,grassland,398,802,489,4322,4228,1255,3419,3990,2228,1061,6
179,ALB,2020,AEG45_09,grassland,398,802,489,4322,4228,1255,3419,3990,2228,1061,6
180,ALB,2020,AEG45_10,grassland,393,782,478,4289,4074,1267,3372,3935,2254,1077,6
181,ALB,2020,AEG08_01,grassland,485,850,700,3853,3668,1397,2982,3445,2657,1315,6
182,ALB,2020,AEG08_04,grassland,485,846,695,3858,3665,1400,2984,3446,2651,1311,6
183,ALB,2020,AEG08_10,grassland,496,877,675,4150,3939,1428,3210,3724,2671,1282,6
184,ALB,2020,AEG27_03,grassland,426,517,440,1818,1819,803,1454,1638,1399,734,6
185,ALB,2020,AEG27_04,grassland,544,905,804,3645,3504,1398,2826,3241,2588,1337,6
186,ALB,2020,AEG27_06,grassland,529,880,771,3665,3516,1382,2841,3272,2554,1318,6
187,ALB,2020,AEG27_07,grassland,529,880,771,3665,3516,1382,2841,3272,2554,1318,6
188,ALB,2020,AEG27_08,grassland,494,852,731,3697,3524,1361,2862,3298,2498,1286,6
189,ALB,2020,AEG27_09,grassland,494,852,731,3697,3524,1361,2862,3298,2498,1286,6
190,ALB,2020,AEG28_03,grassland,466,873,608,4734,4506,1443,3645,4260,2701,1244,6
191,ALB,2020,AEG28_05,grassland,487,905,628,4652,4474,1453,3592,4195,2714,1260,6
192,ALB,2020,AEG28_07,grassland,496,911,625,4628,4475,1490,3562,4148,2742,1294,6
193,ALB,2020,AEG28_08,grassland,500,934,636,4625,4460,1482,3558,4151,2729,1283,6
194,ALB,2020,AEG28_10,grassland,495.5,927.5,629.5,4628.5,4468,1478,3558,4149.5,2721.5,1278.5,6
195,ALB,2020,AEG33_01,grassland,481,809,713,3938,3727,1410,2974,3456,2658,1288,6
196,ALB,2020,AEG01_03,grassland,425,751,651,3763,3637,1199,2848,3399,2453,1274,6
197,ALB,2020,AEG01_04,grassland,425,751,651,3763,3637,1199,2848,3399,2453,1274,6
198,ALB,2020,AEG01_05,grassland,454,781,687,3717,3610,1218,2839,3365,2454,1287,6
199,ALB,2020,AEG01_06,grassland,454,781,687,3717,3610,1218,2839,3365,2454,1287,6
200,ALB,2020,AEG01_09,grassland,569.5,905.5,814,3847,3593.5,1425.5,2885.5,3348,2827.5,1538,6
201,ALB,2020,AEG01_10,grassland,570,905,810,3832,3560,1426,2881,3338,2815,1530,6
202,ALB,2020,AEG11_03,grassland,341,743,446,4877,4729,1216,3625,4401,1925,853,6
203,ALB,2020,AEG11_04,grassland,341,743,446,4877,4729,1216,3625,4401,1925,853,6
204,ALB,2020,AEG11_05,grassland,330,751,449,5074,4820,1286,3752,4638,2007,877,6
205,ALB,2020,AEG11_06,grassland,330,751,449,5074,4820,1286,3752,4638,2007,877,6
206,ALB,2020,AEG11_09,grassland,312,683,422,4699,4507,1159,3498,4224,1907,845,6
207,ALB,2020,AEG18_03,grassland,383,714,419,4352,4061,1076,3332,4023,2038,960,6
208,ALB,2020,AEG18_04,grassland,383,714,419,4352,4061,1076,3332,4023,2038,960,6
209,ALB,2020,AEG18_05,grassland,389,730,442,4303,4006,1091,3291,3964,2060,977,6
210,ALB,2020,AEG18_06,grassland,389,730,442,4303,4006,1091,3291,3964,2060,977,6
211,ALB,2020,AEG18_07,grassland,412,771,478,4271,4088,1168,3307,3893,2175,1033,6
212,ALB,2020,AEG18_08,grassland,412,771,478,4271,4088,1168,3307,3893,2175,1033,6
213,ALB,2020,AEG18_09,grassland,421,782,507,4199,3997,1183,3254,3828,2189,1045,6
214,ALB,2020,AEG18_10,grassland,421,782,507,4199,3997,1183,3254,3828,2189,1045,6
215,ALB,2020,AEG02_03,grassland,255,593,285,5037,4991,940,3655,4796,1961,856,6
216,ALB,2020,AEG02_06,grassland,276,624,313,5079,5166,951,3652,4810,1959,859,6
217,ALB,2020,AEG02_07,grassland,277,613,320,5119,5004,960,3669,4741,1957,859,6
218,ALB,2020,AEG21_05,grassland,389,752,569,3989,3794,1202,3065,3599,2398,1225,6
219,ALB,2020,AEG21_08,grassland,390,753,562,3942,3744,1196,3041,3570,2389,1218,6
220,ALB,2020,AEG21_09,grassland,382,717,532,3785,3559,1133,2931,3454,2235,1127,6
221,ALB,2020,AEG21_10,grassland,382,717,532,3785,3559,1133,2931,3454,2235,1127,6
222,ALB,2020,AEG23_01,grassland,360,738,430,4344,4056,1205,3316,3902,2330,1074,6
223,ALB,2020,AEG23_03,grassland,342,727,417,4300,4044,1164,3274,3855,2288,1033,6
224,ALB,2020,AEG23_04,grassland,342,727,417,4300,4044,1164,3274,3855,2288,1033,6
225,ALB,2020,AEG24_01,grassland,296,683,376,4733,4629,1112,3601,4400,2010,899,6
226,ALB,2020,AEG24_03,grassland,326,708,361,4978,4801,1124,3807,4627,1998,864,6
227,ALB,2020,AEG24_06,grassland,327,730,376,4999,4831,1165,3859,4649,2016,866,6
228,ALB,2020,AEG24_09,grassland,331,727,370.5,5010,4786.5,1154.5,3839,4640.5,2001,868.5,6
229,ALB,2020,AEG24_10,grassland,339,727,373,4991,4750,1145,3798,4614,1985,871,6
230,ALB,2020,AEG30_03,grassland,337,661,479,3827,3575,1104,2918,3481,2137,1026,6
231,ALB,2020,AEG30_06,grassland,309,641,442,3892,3717,1088,2962,3539,2098,991,6
232,ALB,2020,AEG30_09,grassland,299.5,644,424.5,4010,3831.5,1088,3047,3633.5,2073,965,6
233,ALB,2020,AEG36_03,grassland,259,541,344,3986,3753,960,2927,3599,1753,784,6
234,ALB,2020,AEG36_04,grassland,259,541,344,3986,3753,960,2927,3599,1753,784,6
235,ALB,2020,AEG36_05,grassland,246,544,332,3983,3855,964,2922,3621,1753,781,6
236,ALB,2020,AEG36_07,grassland,246,533,326,4073,3855,960,3001,3674,1748,774,6
237,ALB,2020,AEG36_08,grassland,246,533,326,4073,3855,960,3001,3674,1748,774,6
238,ALB,2020,AEG36_09,grassland,252,559,329,4126,3936,973,3050,3731,1759,779,6
239,ALB,2020,AEG38_02,grassland,310,652,440,3863,3640,1092,2885,3452,1992,967,6
240,ALB,2020,AEG38_03,grassland,318,655,452,3919,3669,1095,2913,3501,2018,981,6
241,ALB,2020,AEG38_04,grassland,318,655,452,3919,3669,1095,2913,3501,2018,981,6
242,ALB,2020,AEG38_05,grassland,318,655,452,3919,3669,1095,2913,3501,2018,981,6
243,ALB,2020,AEG38_06,grassland,318,655,452,3919,3669,1095,2913,3501,2018,981,6
244,ALB,2020,AEG38_07,grassland,325,652,464,3986,3727,1084,2935,3548,2050,996,6
245,ALB,2020,AEG38_08,grassland,325,652,464,3986,3727,1084,2935,3548,2050,996,6
246,ALB,2020,AEG38_09,grassland,347,672,462,4278,4025,1124,3127,3818,2191,1065,6
247,ALB,2020,AEG38_10,grassland,347,672,462,4278,4025,1124,3127,3818,2191,1065,6
248,ALB,2020,AEG43_03,grassland,442,843,591,4400,4293,1298,3383,4003,2251,1117,6
249,ALB,2020,AEG43_05,grassland,427,809,571,4303,4158,1265,3284,3879,2279,1148,6
250,ALB,2020,AEG43_06,grassland,427,809,571,4303,4158,1265,3284,3879,2279,1148,6
